
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,TEST_TRACKING:ERRORCODE,TEST_TRACKING:SERIAL,
,Upper_Limit,,,,,,,,,,PLEASE ENTER TITLE,***, , ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9, ,
,Lower_Limit,,,,,,,,,,PLEASE ENTER TITLE,***, ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Target_Limit,,,,,,,,,,PLEASE ENTER TITLE,***, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,


0,F,->Seq[5]ID[WINDOWS-06NUO3I]tstsum[5/8 P 62.50% F 37.50%]<-F#[3][(TT1) Test Tracking[A]FOCUSBACKLASH[ 0xff ]GO_TO_Backlash_STATION],1:53:56 ,198.0396426,3,0x00,0x00,,,,PLEASE ENTER TITLE,000,***,4.000000 ,4.000000 ,4.000000 ,4.000000 ,4.000000 ,4.000000 , 0.000000, 4.000000,1.000000 ,3.000000 ,2.000000 ,3.000000 ,3.000000 ,3.000000 , 2.000000, 3.000000,,
1,F,->Seq[6]ID[WINDOWS-06NUO3I]tstsum[5/8 P 62.50% F 37.50%]<-F#[3][(TT1) Test Tracking[A]FOCUSBACKLASH[ 0xff ]GO_TO_Backlash_STATION],2:33:17 ,173.6109068,3,0x00,0x00,,,,PLEASE ENTER TITLE,005,***,-2.000000 ,-1.000000 ,-1.000000 ,0.000000 ,-1.000000 ,-1.000000 , 2.000000, 0.000000,-1.000000 ,0.000000 ,0.000000 ,-1.000000 ,-1.000000 ,-1.000000 , 1.000000, 0.000000,,
2,F,->Seq[7]ID[WINDOWS-06NUO3I]tstsum[5/8 P 62.50% F 37.50%]<-F#[3][(TT1) Test Tracking[A]FOCUSBACKLASH[ 0xff ]GO_TO_Backlash_STATION],2:42:15 ,201.7780084,3,0x00,0x00,,,,PLEASE ENTER TITLE,005,***,0.000000 ,1.000000 ,1.000000 ,2.000000 ,1.000000 ,1.000000 , 2.000000, 1.000000,13.000000 ,13.000000 ,14.000000 ,14.000000 ,13.000000 ,13.000000 , 1.000000, 13.000000,,
,SPC_Version,2.0,
,Time_Stamp,2017-11-23 05:10:51,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,9B3ADC61FEB8CEE98CD271ED00FD1DBE,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,X86-based PC,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,TEST_TRACKING:ERRORCODE,TEST_TRACKING:SERIAL,
,Upper_Limit,,,,,,,,,,,PLEASE ENTER TITLE,***, , ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9, ,
,Lower_Limit,,,,,,,,,,,PLEASE ENTER TITLE,***, ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Target_Limit,,,,,,,,,,,PLEASE ENTER TITLE,***, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,


0,F,->Seq[8]ID[WINDOWS-06NUO3I]tstsum[6/9 P 66.67% F 33.33%]<-F#[3][(TT1) Test Tracking[A]FOCUSBACKLASH[ 0xff ]GO_TO_Backlash_STATION],5:10:52 ,280.9615302,3,0x00,0x00,,,,,PLEASE ENTER TITLE,111,***,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 , 0.000000, 1.000000,39.000000 ,39.000000 ,39.000000 ,39.000000 ,39.000000 ,39.000000 , 0.000000, 39.000000,,
,SPC_Version,2.0,
,Time_Stamp,2017-11-23 05:16:51,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,66E8688205FC446015992420C73B25CD,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,X86-based PC,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,TEST_TRACKING:ERRORCODE,TEST_TRACKING:SERIAL,
,Upper_Limit,,,,,,,,,,,PLEASE ENTER TITLE,***, , ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9, ,
,Lower_Limit,,,,,,,,,,,PLEASE ENTER TITLE,***, ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,Target_Limit,,,,,,,,,,,PLEASE ENTER TITLE,***, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,


0,F,->Seq[9]ID[WINDOWS-06NUO3I]tstsum[6/9 P 66.67% F 33.33%]<-F#[3][(TT1) Test Tracking[A]FOCUSBACKLASH[ 0xff ]GO_TO_Backlash_STATION],5:16:52 ,183.3164752,3,0x00,0x00,,,,,PLEASE ENTER TITLE,001,***,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 , 0.000000, 0.000000,-5.000000 ,0.000000 ,-2.000000 ,8.000000 ,9.000000 ,3.000000 , 14.000000, 1.500000,,
,SPC_Version,2.0,
,Time_Stamp,2017-11-23 05:25:44,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,C215047E14610DDF2AD13848E7B9C505,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,SPC_Version,2.0,
,Time_Stamp,2017-11-23 05:27:33,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,F4D53BBA5CEEB9AC8F886F3A0C54B641,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


0,F,->Seq[10]ID[WINDOWS-06NUO3I]tstsum[14/15 P 93.33% F 6.67%]<-F#[1][[A]FOCUSBACKLASH],5:27:35 ,300.904719,1,0x00,0x00,,,,,,,,,PLEASE ENTER TITLE,001,***,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 , 0.000000, 1.000000,35.000000 ,39.000000 ,39.000000 ,39.000000 ,39.000000 ,39.000000 , 4.000000, 39.000000,,
,SPC_Version,2.0,
,Time_Stamp,2017-11-23 05:44:54,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,0CDC5D9C9CA0B59D17440AD691F9B5B1,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


0,F,->Seq[11]ID[WINDOWS-06NUO3I]tstsum[14/15 P 93.33% F 6.67%]<-F#[1][[A]FOCUSBACKLASH],5:44:55 ,280.4055819,1,0x00,0x00,,,,,,,,,PLEASE ENTER TITLE,005,***,2.000000 ,2.000000 ,1.000000 ,2.000000 ,2.000000 ,1.000000 , 1.000000, 2.000000,17.000000 ,14.000000 ,15.000000 ,18.000000 ,15.000000 ,15.000000 , 4.000000, 15.000000,,
,SPC_Version,2.0,
,Time_Stamp,2017-11-23 05:52:21,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,DF6282E894C44664ACFE07E5FE57146E,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


0,F,->Seq[12]ID[WINDOWS-06NUO3I]tstsum[14/15 P 93.33% F 6.67%]<-F#[1][[A]FOCUSBACKLASH],5:52:22 ,247.2624218,1,0x00,0x00,,,,,,,,,PLEASE ENTER TITLE,018,***,2.000000 ,2.000000 ,2.000000 ,2.000000 ,2.000000 ,2.000000 , 0.000000, 2.000000,4.000000 ,4.000000 ,5.000000 ,5.000000 ,5.000000 ,6.000000 , 2.000000, 5.000000,,
,SPC_Version,2.0,
,Time_Stamp,2017-11-23 05:58:29,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,F7246EBD8B5119A92089348B63AF1335,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


0,F,->Seq[13]ID[WINDOWS-06NUO3I]tstsum[14/15 P 93.33% F 6.67%]<-F#[1][[A]FOCUSBACKLASH],6:00:44 ,259.7834974,1,0x00,0x00,,,,,,,,,PLEASE ENTER TITLE,019,***,3.000000 ,1.000000 ,1.000000 ,3.000000 ,1.000000 ,1.000000 , 2.000000, 1.000000,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 , 0.000000, 1.000000,,
,SPC_Version,2.0,
,Time_Stamp,2017-11-23 06:45:50,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,EC495516CE2C6EF48FF9F2DD146C3A44,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


0,F,->Seq[16]ID[WINDOWS-06NUO3I]tstsum[14/15 P 93.33% F 6.67%]<-F#[1][[A]FOCUSBACKLASH],6:45:51 ,254.6860218,1,0x00,0x00,,,,,,,,,PLEASE ENTER TITLE,009,***,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 , 0.000000, 1.000000,3.000000 ,4.000000 ,4.000000 ,4.000000 ,4.000000 ,4.000000 , 1.000000, 4.000000,,
1,F,->Seq[17]ID[WINDOWS-06NUO3I]tstsum[14/15 P 93.33% F 6.67%]<-F#[1][[A]FOCUSBACKLASH],6:51:56 ,281.3445124,1,0x00,0x00,,,,,,,,,PLEASE ENTER TITLE,123,***,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 ,1.000000 , 0.000000, 1.000000,4.000000 ,7.000000 ,4.000000 ,5.000000 ,7.000000 ,3.000000 , 4.000000, 4.500000,,
2,F,->Seq[18]ID[WINDOWS-06NUO3I]tstsum[14/15 P 93.33% F 6.67%]<-F#[1][[A]FOCUSBACKLASH],7:07:41 ,266.8700169,1,0x00,0x00,,,,,,,,,PLEASE ENTER TITLE,002,***,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 , 0.000000, 0.000000,1.000000 ,2.000000 ,2.000000 ,1.000000 ,2.000000 ,2.000000 , 1.000000, 2.000000,,
3,F,->Seq[19]ID[WINDOWS-06NUO3I]tstsum[14/15 P 93.33% F 6.67%]<-F#[1][[A]FOCUSBACKLASH],7:16:26 ,595.8065439,1,0x00,0x00,,,,,,,,,PLEASE ENTER TITLE,017,***,N/A,0.000000 ,0.000000 ,1.000000 ,-1.000000 ,0.000000 ,1.000000 , 2.000000, 0.000000,,
,SPC_Version,2.0,
,Time_Stamp,2017-11-23 07:37:47,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,EC495516CE2C6EF48FF9F2DD146C3A44,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,SPC_Version,2.0,
,Time_Stamp,2017-11-23 07:37:59,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,EC495516CE2C6EF48FF9F2DD146C3A44,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


,SPC_Version,2.0,
,Time_Stamp,2017-11-23 07:38:15,
,Model_Name,NA,
,Test_Station,NA,
,TP_Revision,1.0,
,TP_Rev_Date,1.0,
,TP_Rev_Owner,1.0,
,TP_Checksum,EC495516CE2C6EF48FF9F2DD146C3A44,
,TestApp_Version,100.0.1899.0,
,Machine_Name,WINDOWS-06NUO3I,
,Factroy_Line,,
,PC_Config,X86-based PC,
SeqNum,Status,Comment,Test_Start_Time,Test_Duration,Failed_Tests,Error_Codes,Fixture_ID,E_Serial_Num,BC_Serial_Num,BC_Serial_Num_Level,,,,,,INPUT_BOX:INPUT_TITLE,INPUT_BOX:VALUE,INPUT_BOX:INPUT_CRITERIA,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,N1(1),N1(2),N1(3),N3(1),N3(2),N3(3),Variation, VarResultSummary,,
,Upper_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,
,Lower_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Target_Limit,,,,,,,,,,,,,,,PLEASE ENTER TITLE,***, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,


